created_date;is_retweet?;text;text_retweet;language;hashtags;mentions;location;geo_location;geo_country;geo_coordinates;user_created_at;screen_name;profile_description;total_number_of_tweets;is_verified?;followers_count;friends_count;retweets_count;favorite_count;language_desc;tweet_full;pre_proc_tweet;stop_filter_tweet;pos_tags;stem_filter;lemma_filter
2019-02-22 15:41:37;True;;Law firms and sets: your front of house teams deserve better https://t.co/JqbcIMlOjB #metoo #respect;en;'metoo', 'respect'; 'The Legal 500';London, UK;;;;2011-07-07 09:47:59;IHL_magazine;The In-House Lawyer magazine provides authoritative and independent editorial content aimed specifically at senior lawyers.;1186;False;2650;501;5;0;english;Law firms and sets: your front of house teams deserve better https://t.co/JqbcIMlOjB #metoo #respect;law firms and sets: your front of house teams deserve better   ;law firms sets : front house teams deserve better ;[('law', 'NN'), ('firms', 'NNS'), ('sets', 'NNS'), (':', ':'), ('front', 'NN'), ('house', 'NN'), ('teams', 'NNS'), ('deserve', 'VBP'), ('better', 'JJR')];law firm set : front hous team deserv better;law firm set : front house team deserve good
2019-02-22 15:41:32;True;;"My name is Valkyrie Weather, born Kyle Cohen, the oldest child and trans daughter of film producer/director Rob Cohen (The fast &amp; the Furious, xXx, and The Hurricane Heist). When I was very young, Rob used my body for his own sexual gratification. #MeToo https://t.co/G9kG3YaK4t https://t.co/OgjtaZelLc";en;; 'Valkyrie Weather';;;;;2009-03-08 11:38:46;MavisJ1;~Mom..Grandma~ ❤️God/Family/Country~ BIGLY for TRUMP and Gen Flynn!!  Love my number 1 7 peeps!;54330;False;18059;17206;1591;0;english;"My name is Valkyrie Weather, born Kyle Cohen, the oldest child and trans daughter of film producer/director Rob Cohen (The fast &amp; the Furious, xXx, and The Hurricane Heist). When I was very young, Rob used my body for his own sexual gratification. #MeToo https://t.co/G9kG3YaK4t https://t.co/OgjtaZelLc";"my name is valkyrie weather, born kyle cohen, the oldest child and trans daughter of film producer/director rob cohen (the fast &amp; the furious, xxx, and the hurricane heist). when i was very young, rob used my body for his own sexual gratification.   ";"name valkyrie weather , born kyle cohen , oldest child trans daughter film producer/director rob cohen ( fast & amp ; furious , xxx , hurricane heist ) . young , rob used body sexual gratification . ";"[('name', 'NN'), ('valkyrie', 'NN'), ('weather', 'NN'), (',', ','), ('born', 'VBN'), ('kyle', 'NN'), ('cohen', 'NN'), (',', ','), ('oldest', 'JJS'), ('child', 'NN'), ('trans', 'NNS'), ('daughter', 'VBP'), ('film', 'NN'), ('producer/director', 'NN'), ('rob', 'NN'), ('cohen', 'NN'), ('(', '('), ('fast', 'JJ'), ('&', 'CC'), ('amp', 'NN'), (';', ':'), ('furious', 'JJ'), (',', ','), ('xxx', 'NNP'), (',', ','), ('hurricane', 'NN'), ('heist', 'NN'), (')', ')'), ('.', '.'), ('young', 'JJ'), (',', ','), ('rob', 'VB'), ('used', 'VBN'), ('body', 'NN'), ('sexual', 'JJ'), ('gratification', 'NN'), ('.', '.')]";"name valkyri weather , born kyle cohen , oldest child tran daughter film producer/director rob cohen ( fast & amp ; furiou , xxx , hurrican heist ) . young , rob use bodi sexual gratif .";"name valkyrie weather , bear kyle cohen , old child trans daughter film producer/director rob cohen ( fast & amp ; furious , xxx , hurricane heist ) . young , rob use body sexual gratification ."
2019-02-22 15:41:29;False;@nirwamehta I thought he was an opportunist. But, could not even imagine that @PritishNandy would be so crass. Where is the #MeToo gang?;;en;'MeToo'; 'Nirwa Sharma' 'Pritish Nandy';New Delhi, India;;;;2012-09-24 05:56:15;MadCapProf;Clear headed confused person, loves to talk about everything under the sun. Teaches engineering to unsuspecting students at IIT Delhi.;21565;False;296;182;0;0;english;@nirwamehta I thought he was an opportunist. But, could not even imagine that @PritishNandy would be so crass. Where is the #MeToo gang?; i thought he was an oppounist. but, could not even imagine that  would be so crass. where is the  gang?;thought oppounist . , could even imagine would crass . gang ? ;[('thought', 'VBN'), ('oppounist', 'NN'), ('.', '.'), (',', ','), ('could', 'MD'), ('even', 'RB'), ('imagine', 'VB'), ('would', 'MD'), ('crass', 'VB'), ('.', '.'), ('gang', 'NN'), ('?', '.')];thought oppounist . , could even imagin would crass . gang ?;think oppounist . , could even imagine would crass . gang ?
2019-02-22 15:41:29;True;;Walking to work, a car pulled over to stop me because the driver just had to stop and tell me how powerful they they thought @GuildfordBard #Measure4Measure was and how the gender-swap has continued to make them think. #poweroftheatre #locallymadelocallyplayed #MeToo;en;; 'Matt Pinches';;;;;2012-04-18 19:56:03;HoarseSociety;The hhhoarse whhisperer ahhhem! A stable genius!;11305;False;289;341;4;0;english;Walking to work, a car pulled over to stop me because the driver just had to stop and tell me how powerful they they thought @GuildfordBard #Measure4Measure was and how the gender-swap has continued to make them think. #poweroftheatre #locallymadelocallyplayed #MeToo;walking to work, a car pulled over to stop me because the driver just had to stop and tell me how powerful they they thought   was and how the gender-swap has continued to make them think.   ;walking work , car pulled stop driver stop tell powerful thought gender-swap continued make think . ;[('walking', 'VBG'), ('work', 'NN'), (',', ','), ('car', 'NN'), ('pulled', 'VBD'), ('stop', 'NN'), ('driver', 'NN'), ('stop', 'VB'), ('tell', 'NN'), ('powerful', 'JJ'), ('thought', 'VBD'), ('gender-swap', 'JJ'), ('continued', 'JJ'), ('make', 'NN'), ('think', 'NN'), ('.', '.')];walk work , car pull stop driver stop tell power thought gender-swap continu make think .;walk work , car pull stop driver stop tell powerful think gender-swap continued make think .
2019-02-22 15:41:28;True;;"My name is Valkyrie Weather, born Kyle Cohen, the oldest child and trans daughter of film producer/director Rob Cohen (The fast &amp; the Furious, xXx, and The Hurricane Heist). When I was very young, Rob used my body for his own sexual gratification. #MeToo https://t.co/G9kG3YaK4t https://t.co/OgjtaZelLc";en;; 'Valkyrie Weather';Oregon, USA;;;;2017-08-25 04:32:04;valkyrie_1111;#USArmyVet🇺🇸 #pro2A🔫#Libertarian🦔 #prolife✨ #truther👽 #MAGA✌;2235;False;184;273;1591;0;english;"My name is Valkyrie Weather, born Kyle Cohen, the oldest child and trans daughter of film producer/director Rob Cohen (The fast &amp; the Furious, xXx, and The Hurricane Heist). When I was very young, Rob used my body for his own sexual gratification. #MeToo https://t.co/G9kG3YaK4t https://t.co/OgjtaZelLc";"my name is valkyrie weather, born kyle cohen, the oldest child and trans daughter of film producer/director rob cohen (the fast &amp; the furious, xxx, and the hurricane heist). when i was very young, rob used my body for his own sexual gratification.   ";"name valkyrie weather , born kyle cohen , oldest child trans daughter film producer/director rob cohen ( fast & amp ; furious , xxx , hurricane heist ) . young , rob used body sexual gratification . ";"[('name', 'NN'), ('valkyrie', 'NN'), ('weather', 'NN'), (',', ','), ('born', 'VBN'), ('kyle', 'NN'), ('cohen', 'NN'), (',', ','), ('oldest', 'JJS'), ('child', 'NN'), ('trans', 'NNS'), ('daughter', 'VBP'), ('film', 'NN'), ('producer/director', 'NN'), ('rob', 'NN'), ('cohen', 'NN'), ('(', '('), ('fast', 'JJ'), ('&', 'CC'), ('amp', 'NN'), (';', ':'), ('furious', 'JJ'), (',', ','), ('xxx', 'NNP'), (',', ','), ('hurricane', 'NN'), ('heist', 'NN'), (')', ')'), ('.', '.'), ('young', 'JJ'), (',', ','), ('rob', 'VB'), ('used', 'VBN'), ('body', 'NN'), ('sexual', 'JJ'), ('gratification', 'NN'), ('.', '.')]";"name valkyri weather , born kyle cohen , oldest child tran daughter film producer/director rob cohen ( fast & amp ; furiou , xxx , hurrican heist ) . young , rob use bodi sexual gratif .";"name valkyrie weather , bear kyle cohen , old child trans daughter film producer/director rob cohen ( fast & amp ; furious , xxx , hurricane heist ) . young , rob use body sexual gratification ."
2019-02-22 15:41:25;True;;"I am coming!! And request all those who hav learnt a lesson of toxic feminism thru #MeToo
#Satyagrah4men
#MensCommission 
@SFFNGO 
@MenWelfare 
@aloknath 
@SimplySajidK 
@chetan_bhagat 
@suhelseth 
@Kailashkher 
@mjakbar 
@VinodDua7 
@mrrajatkapoor 
@varungrover 
@IndiaMeToo https://t.co/SjTKQ6xDdn";en;'MeToo', 'Satyagrah4men', 'MensCommission'; 'Susheel Kataria';Bhopal, India;;;;2016-11-19 14:37:17;PremchandraRoy2;;1133;False;68;404;44;0;english;"I am coming!! And request all those who hav learnt a lesson of toxic feminism thru #MeToo
#Satyagrah4men
#MensCommission 
@SFFNGO 
@MenWelfare 
@aloknath 
@SimplySajidK 
@chetan_bhagat 
@suhelseth 
@Kailashkher 
@mjakbar 
@VinodDua7 
@mrrajatkapoor 
@varungrover 
@IndiaMeToo https://t.co/SjTKQ6xDdn";"i am coming!! and request all those who hav learnt a lesson of toxic feminism thru etoo
atyagrah4men
 
 
 
 
 
 
 
 
 
 
 
 
 ";coming ! ! request hav learnt lesson toxic feminism thru etoo atyagrah4men ;[('coming', 'VBG'), ('!', '.'), ('!', '.'), ('request', 'NN'), ('hav', 'NN'), ('learnt', 'JJ'), ('lesson', 'NN'), ('toxic', 'JJ'), ('feminism', 'NN'), ('thru', 'NN'), ('etoo', 'NN'), ('atyagrah4men', 'NNS')];come ! ! request hav learnt lesson toxic femin thru etoo atyagrah4men;come ! ! request hav learnt lesson toxic feminism thru etoo atyagrah4men
2019-02-22 15:41:11;False;"@EmersenLee You bet your sweet bippy.  Nobody touches my foot long without permission!

#MeToo";;en;'MeToo'; '❄️💋☃️Emersen Lee☃️💋❄️';Washington, DC;;;;2018-05-18 19:34:26;LookatmeLookat1;Jack's brownshirts want me to tell you that this is a parody account.  Just in case you can't figure it out on your own.   Lookme;7922;False;4127;3620;0;1;english;"@EmersenLee You bet your sweet bippy.  Nobody touches my foot long without permission!

#MeToo";" you bet your sweet bippy.  nobody touches my foot long without permission!

";bet sweet bippy . nobody touches foot long without permission ! ;[('bet', 'RB'), ('sweet', 'JJ'), ('bippy', 'JJ'), ('.', '.'), ('nobody', 'NN'), ('touches', 'NNS'), ('foot', 'VBP'), ('long', 'RB'), ('without', 'IN'), ('permission', 'NN'), ('!', '.')];bet sweet bippi . nobodi touch foot long without permiss !;bet sweet bippy . nobody touch foot long without permission !
2019-02-22 15:41:09;False;@Janedrummer @TrueFactsStated @GOP This #MeToo survivor of child sexual abuse right here is beyond disgusted. #GOPedos https://t.co/dIQtOsWfRy;;en;'MeToo', 'GOPedos'; 'Jane Baldinger' 'Claude Taylor' 'GOP';Sunset, FL;;;;2011-03-21 17:41:01;dazyjane410;The World is my country, all mankind are my brethren, and to do good is my religion. Thomas Paine;244234;False;4551;5004;0;1;english;@Janedrummer @TrueFactsStated @GOP This #MeToo survivor of child sexual abuse right here is beyond disgusted. #GOPedos https://t.co/dIQtOsWfRy;   this  survivor of child sexual abuse right here is beyond disgusted.  ;survivor child sexual abuse right beyond disgusted . ;[('survivor', 'NN'), ('child', 'NN'), ('sexual', 'JJ'), ('abuse', 'NN'), ('right', 'JJ'), ('beyond', 'IN'), ('disgusted', 'VBN'), ('.', '.')];survivor child sexual abus right beyond disgust .;survivor child sexual abuse right beyond disgust .
2019-02-22 15:41:03;True;;Super producer @diplo on supporting #MeToo, leveraging social media, and cultivating new artists. https://t.co/pBXMxAPKB0 via @tweetsinvain;en;'MeToo'; 'Esquire' 'dip';;;;;2009-10-28 17:11:57;SACKSCO;;3235;False;1158;442;6;0;english;Super producer @diplo on supporting #MeToo, leveraging social media, and cultivating new artists. https://t.co/pBXMxAPKB0 via @tweetsinvain;super producer  on suppoing  leveraging social media, and cultivating new aists.  via ;super producer suppoing leveraging social media , cultivating new aists . via ;[('super', 'JJ'), ('producer', 'NN'), ('suppoing', 'VBG'), ('leveraging', 'VBG'), ('social', 'JJ'), ('media', 'NNS'), (',', ','), ('cultivating', 'VBG'), ('new', 'JJ'), ('aists', 'NNS'), ('.', '.'), ('via', 'IN')];super produc suppo leverag social media , cultiv new aist . via;super producer suppoing leverage social medium , cultivate new aists . via
2019-02-22 15:41:01;False;"Is this vandalism, social commentary, or both?

https://t.co/q6JSGs5Hm1

#Metoo  #unconditionalsurrender #graffiti https://t.co/1ORaaTgby0";;en;'Metoo', 'unconditionalsurrender', 'graffiti'; ;United States;;;;2017-06-15 23:00:51;KinkintheCure;"Providing Therapeutic Kink and Eradicating Sexual Shame.
Sharing healing stories of kink and BDSM.";752;False;220;259;0;1;english;"Is this vandalism, social commentary, or both?

https://t.co/q6JSGs5Hm1

#Metoo  #unconditionalsurrender #graffiti https://t.co/1ORaaTgby0";"is this vandalism, social commentary, or both?



    ";vandalism , social commentary , ? ;[('vandalism', 'NN'), (',', ','), ('social', 'JJ'), ('commentary', 'NN'), (',', ','), ('?', '.')];vandal , social commentari , ?;vandalism , social commentary , ?
