created_date;is_retweet?;text;text_retweet;language;hashtags;mentions;location;geo_location;geo_country;geo_coordinates;user_created_at;screen_name;profile_description;total_number_of_tweets;is_verified?;followers_count;friends_count;retweets_count;favorite_count;language_desc;tweet_full;pre_proc_tweet;stop_filter_tweet;pos_tags;stem_filter;lemma_filter
2019-02-23 19:58:22;False;#Karneval. Oder, wie es anderswo heißt: #MeToo.;;de;'Karneval', 'MeToo'; ;Hannover. Doch, geht schon.  ;;;;2018-06-29 19:03:16;norbakus;Er hat sich stets bemüht.;1327;False;19;105;0;0;german;#Karneval. Oder, wie es anderswo heißt: #MeToo.; oder, wie es anderswo heißt: ;, anderswo heißt : ;[(',', ','), ('anderswo', 'JJ'), ('heißt', 'NN'), (':', ':')];, anderswo heißt :;, anderswo heißt :
2019-02-23 19:58:22;True;;How is #MeToo any better than the tabloid press at this point? Neither believe in fact checking, both deeply invested in witch hunting and character assassination against some people that they KNOW are innocent.;en;'MeToo'; 'TrubluJustice';;;;;2019-02-11 18:40:05;CobraKaryn;criminal justice & gender studies professor. true justice is respecting due process & empathising with victims.;252;False;7;37;32;0;english;How is #MeToo any better than the tabloid press at this point? Neither believe in fact checking, both deeply invested in witch hunting and character assassination against some people that they KNOW are innocent.;how is  any better than the tabloid press at this point? neither believe in fact checking, both deeply invested in witch hunting and character assassination against some people that they know are innocent.;better tabloid press point ? neither believe fact checking , deeply invested witch hunting character assassination people know innocent . ;[('better', 'RBR'), ('tabloid', 'JJ'), ('press', 'NN'), ('point', 'NN'), ('?', '.'), ('neither', 'CC'), ('believe', 'VBP'), ('fact', 'NN'), ('checking', 'NN'), (',', ','), ('deeply', 'RB'), ('invested', 'JJ'), ('witch', 'NN'), ('hunting', 'VBG'), ('character', 'JJ'), ('assassination', 'NN'), ('people', 'NNS'), ('know', 'VBP'), ('innocent', 'JJ'), ('.', '.')];better tabloid press point ? neither believ fact check , deepli invest witch hunt charact assassin peopl know innoc .;well tabloid press point ? neither believe fact checking , deeply invested witch hunt character assassination people know innocent .
2019-02-23 19:58:20;False;We all have similarities + differences. Americans can co-exist w/o cramming ur views + values down others throats? Bullying is so destructive! Do No Harm!         #MeToo #WhyIWrite  #SelfCareMaven #YouDoYou #LoveTrumpsHate #KindnessMatters https://t.co/nduhr9OOFV;;en;'MeToo', 'WhyIWrite', 'SelfCareMaven', 'YouDoYou', 'LoveTrumpsHate', 'KindnessMatters'; ;SF Bay Area ;;;;2014-12-31 02:14:10;katfantastique;Memoirist #SelfCareMaven #Spoonie #Healer #ExLifersWife #CBT #CPTSD #BPDRecovery #MeToo #Indivisible #RestorativeJustice #EndCitizensUnitedNow;1660;False;322;1191;0;0;english;We all have similarities + differences. Americans can co-exist w/o cramming ur views + values down others throats? Bullying is so destructive! Do No Harm!         #MeToo #WhyIWrite  #SelfCareMaven #YouDoYou #LoveTrumpsHate #KindnessMatters https://t.co/nduhr9OOFV;we all have similarities + differences. americans can co-exist w/o cramming ur views + values down others throats? bullying is so destructive! do no harm!                ;similarities + differences . americans co-exist w/o cramming ur views + values others throats ? bullying destructive ! harm ! ;[('similarities', 'NNS'), ('+', 'VBP'), ('differences', 'NNS'), ('.', '.'), ('americans', 'NNS'), ('co-exist', 'JJ'), ('w/o', 'JJ'), ('cramming', 'VBG'), ('ur', 'JJ'), ('views', 'NNS'), ('+', 'VBP'), ('values', 'NNS'), ('others', 'NNS'), ('throats', 'NNS'), ('?', '.'), ('bullying', 'VBG'), ('destructive', 'JJ'), ('!', '.'), ('harm', 'NN'), ('!', '.')];similar + differ . american co-exist w/o cram ur view + valu other throat ? bulli destruct ! harm !;similarity + difference . american co-exist w/o cram ur view + value others throat ? bully destructive ! harm !
2019-02-23 19:57:39;False;"@JessicaValenti We should have standard marital contracts
the woman or man leaves with whatever they come into the marriage with, no alimony no palimony NOTHING for any reason anytime
She cannot call the police on the man for stupid nonsense inspired by #feminists or #metoo bimbos https://t.co/egdz5PWmhq";;en;'feminists', 'metoo'; 'Jessica Valenti';;;;;2018-07-12 17:57:59;Slater787;"Wanna be 1 percenter, currently part of the 10 percent. Science, Logic, Movies, Rock n Roll Buff. 
#HUMANISMNOTFEMINISM";535;False;34;208;1;1;english;"@JessicaValenti We should have standard marital contracts
the woman or man leaves with whatever they come into the marriage with, no alimony no palimony NOTHING for any reason anytime
She cannot call the police on the man for stupid nonsense inspired by #feminists or #metoo bimbos https://t.co/egdz5PWmhq";" we should have standard marital contracts
the woman or man leaves with whatever they come into the marriage with, no alimony no palimony nothing for any reason anytime
she cannot call the police on the man for stupid nonsense inspired by  or  bimbos ";standard marital contracts woman man leaves whatever come marriage , alimony palimony nothing reason anytime call police man stupid nonsense inspired bimbos ;[('standard', 'JJ'), ('marital', 'JJ'), ('contracts', 'NNS'), ('woman', 'NN'), ('man', 'NN'), ('leaves', 'VBZ'), ('whatever', 'WDT'), ('come', 'JJ'), ('marriage', 'NN'), (',', ','), ('alimony', 'NN'), ('palimony', 'NN'), ('nothing', 'NN'), ('reason', 'NN'), ('anytime', 'NN'), ('call', 'NN'), ('police', 'NN'), ('man', 'NN'), ('stupid', 'JJ'), ('nonsense', 'NN'), ('inspired', 'VBD'), ('bimbos', 'NNS')];standard marit contract woman man leav whatev come marriag , alimoni palimoni noth reason anytim call polic man stupid nonsens inspir bimbo;standard marital contract woman man leave whatever come marriage , alimony palimony nothing reason anytime call police man stupid nonsense inspire bimbo
2019-02-23 19:57:31;False;".@jonquillepak cites some post #metoo case law, starting with the release used in Watson v. The Governing Council of the Salvation Army of Canada, 2018 ONSC 1066
https://t.co/k3h0qHUyw8
#faclON19
Sexual events do not arise out of the course of employment. Makes sense. https://t.co/Inx4YHHnMB";;en;'metoo', 'faclON19'; 'Jonquille Pak';Toronto, Ontario, Canada;Toronto, Ontario;;;2008-03-14 12:32:24;OmarHaRedeye;“Hypocrisy is the essence of snobbery,  but all snobbery is about the problem of belonging”;20205;False;7452;5077;0;1;english;".@jonquillepak cites some post #metoo case law, starting with the release used in Watson v. The Governing Council of the Salvation Army of Canada, 2018 ONSC 1066
https://t.co/k3h0qHUyw8
#faclON19
Sexual events do not arise out of the course of employment. Makes sense. https://t.co/Inx4YHHnMB";". cites some post  case law, staing with the release used in watson v. the governing council of the salvation army of canada, 2018 onsc 1066

aclon19
sexual events do not arise out of the course of employment. makes sense. ";. cites post case law , staing release used watson v. governing council salvation army canada , 2018 onsc 1066 aclon19 sexual events arise course employment . makes sense . ;[('.', '.'), ('cites', 'VBZ'), ('post', 'NN'), ('case', 'NN'), ('law', 'NN'), (',', ','), ('staing', 'VBG'), ('release', 'NN'), ('used', 'VBN'), ('watson', 'NN'), ('v.', 'NN'), ('governing', 'VBG'), ('council', 'JJ'), ('salvation', 'NN'), ('army', 'IN'), ('canada', 'NN'), (',', ','), ('2018', 'CD'), ('onsc', 'NN'), ('1066', 'CD'), ('aclon19', 'NN'), ('sexual', 'JJ'), ('events', 'NNS'), ('arise', 'VB'), ('course', 'NN'), ('employment', 'NN'), ('.', '.'), ('makes', 'VBZ'), ('sense', 'NN'), ('.', '.')];. cite post case law , sta releas use watson v. govern council salvat armi canada , 2018 onsc 1066 aclon19 sexual event aris cours employ . make sens .;. cite post case law , staing release use watson v. govern council salvation army canada , 2018 onsc 1066 aclon19 sexual event arise course employment . make sense .
2019-02-23 19:57:29;True;;"Let's talk about how the president is a rapist &amp; a sexual predator.

I'd rather not, but after his abominable #MeToo comment last night, it's what EVERYONE should be talking about. Especially in the media.

[THREAD] https://t.co/CWB2r4CvAd";en;'MeToo'; 'Greg Olear';;;;;2014-04-15 23:52:15;Somerichs;;646;False;30;231;6917;0;english;"Let's talk about how the president is a rapist &amp; a sexual predator.

I'd rather not, but after his abominable #MeToo comment last night,  what EVERYONE should be talking about. Especially in the media.

[THREAD] https://t.co/CWB2r4CvAd";"let's talk about how the president is a rapist &amp; a sexual predator.

i'd rather not, but after his abominable  comment last night,  what everyone should be talking about. especially in the media.

[thread] ";"let 's talk president rapist & amp ; sexual predator . 'd rather , abominable comment last night , everyone talking . especially media . [ thread ] ";"[('let', 'NN'), (""'s"", 'POS'), ('talk', 'NN'), ('president', 'NN'), ('rapist', 'NN'), ('&', 'CC'), ('amp', 'NN'), (';', ':'), ('sexual', 'JJ'), ('predator', 'NN'), ('.', '.'), (""'d"", 'MD'), ('rather', 'RB'), (',', ','), ('abominable', 'JJ'), ('comment', 'NN'), ('last', 'JJ'), ('night', 'NN'), (',', ','), ('everyone', 'NN'), ('talking', 'VBG'), ('.', '.'), ('especially', 'RB'), ('media', 'NNS'), ('.', '.'), ('[', 'JJ'), ('thread', 'NN'), (']', 'NN')]";"let 's talk presid rapist & amp ; sexual predat . 'd rather , abomin comment last night , everyon talk . especi media . [ thread ]";"let 's talk president rapist & amp ; sexual predator . 'd rather , abominable comment last night , everyone talk . especially medium . [ thread ]"
2019-02-23 19:57:19;False;@Lisamarie61 Mean it- we often feel like we paddle furiously just to keep head above- I am 32+ yr #metoo...worth it to keep fighting, no matter what!;;en;'metoo'; 'Lisa Marie';Independence, VA;;;;2009-04-20 04:19:18;TimWalker25;"I may be perplexed, but I""m still struggling! Holy Spirit-led on a constant quest for actual truths! As Sam said, ""trying to hold on to the earth!'";27889;False;438;471;0;1;english;@Lisamarie61 Mean it- we often feel like we paddle furiously just to keep head above- I am 32+ yr #metoo...worth it to keep fighting, no matter what!; mean it- we often feel like we paddle furiously just to keep head above- i am 32+ yr  it to keep fighting, no matter what!;mean it- often feel like paddle furiously keep head above- 32+ yr keep fighting , matter ! ;[('mean', 'JJ'), ('it-', 'JJ'), ('often', 'RB'), ('feel', 'VBP'), ('like', 'IN'), ('paddle', 'NN'), ('furiously', 'RB'), ('keep', 'JJ'), ('head', 'NN'), ('above-', 'JJ'), ('32+', 'CD'), ('yr', 'JJ'), ('keep', 'NN'), ('fighting', 'NN'), (',', ','), ('matter', 'NN'), ('!', '.')];mean it- often feel like paddl furious keep head above- 32+ yr keep fight , matter !;mean it- often feel like paddle furiously keep head above- 32+ yr keep fighting , matter !
2019-02-23 19:57:15;False;@debbi43611232 @CyrusMMcQueen @andreaopus @ColleenHolt20 @Redpainter1 I support #metoo.  I just used that as an example.  I agree, there are all sorts of cases where victims need to be heard.;;en;'metoo'; 'debbie' 'Cyrus McQueen' 'Andrea West' 'Colleen' 'Red™️';Ohio, USA;;;;2019-01-26 18:10:40;Bitey_Bolger;"OSU.  USMC.  LAPD.  OSU (again).  Some other shit mixed in.

Trolls get blocked.";3034;False;374;441;0;0;english;@debbi43611232 @CyrusMMcQueen @andreaopus @ColleenHolt20 @Redpainter1 I support #metoo.  I just used that as an example.  I agree, there are all sorts of cases where victims need to be heard.;     i suppo   i just used that as an example.  i agree, there are all sos of cases where victims need to be heard.;suppo used example . agree , sos cases victims need heard . ;[('suppo', 'NN'), ('used', 'VBN'), ('example', 'NN'), ('.', '.'), ('agree', 'VB'), (',', ','), ('sos', 'JJ'), ('cases', 'NNS'), ('victims', 'NNS'), ('need', 'VBP'), ('heard', 'VBN'), ('.', '.')];suppo use exampl . agre , so case victim need heard .;suppo use example . agree , sos case victim need hear .
2019-02-23 19:56:55;False;Serious question: is it still okay to like Queen’s Fat Bottomed Girls in the #metoo era?;;en;'metoo'; ;Atlanta;Atlanta, GA;;;2009-05-04 02:43:31;Tripp_Cook;Photographer, fan of #FAFATL, and a good cup of joe.;1894;False;237;708;0;0;english;Serious question: is it still okay to like Queen’s Fat Bottomed Girls in the #metoo era?;serious question: is it still okay to like queen’s fat bottomed girls in the  era?;serious question : still okay like queen ’ fat bottomed girls era ? ;[('serious', 'JJ'), ('question', 'NN'), (':', ':'), ('still', 'RB'), ('okay', 'IN'), ('like', 'IN'), ('queen', 'JJ'), ('’', 'NNP'), ('fat', 'NN'), ('bottomed', 'VBD'), ('girls', 'NNS'), ('era', 'NN'), ('?', '.')];seriou question : still okay like queen ’ fat bottom girl era ?;serious question : still okay like queen ’ fat bottom girl era ?
2019-02-23 19:56:40;True;;80% of women crossing the border from Mexico have been sexually assaulted. #MeToo #BuildTheWall https://t.co/WzM17snWRS;en;'MeToo', 'BuildTheWall'; 'InfamousTeddyK';VA;;;;2015-01-21 15:40:43;cyr_actual;#Dreadilk SJW Delenda Est.  Homeschool or see your progeny die.   I identify A10 warthog. My GAU-8?  My darker/personal anontwit.   INTP Systems Engineer;6331;False;191;301;13;0;english;80% of women crossing the border from Mexico have been sexually assaulted. #MeToo #BuildTheWall https://t.co/WzM17snWRS;80% of women crossing the border from mexico have been sexually assaulted.   ;80 % women crossing border mexico sexually assaulted . ;[('80', 'CD'), ('%', 'NN'), ('women', 'NNS'), ('crossing', 'VBG'), ('border', 'NN'), ('mexico', 'NN'), ('sexually', 'RB'), ('assaulted', 'VBN'), ('.', '.')];80 % women cross border mexico sexual assault .;80 % woman cross border mexico sexually assault .
