created_date;is_retweet?;text;text_retweet;language;hashtags;mentions;location;geo_location;geo_country;geo_coordinates;user_created_at;screen_name;profile_description;total_number_of_tweets;is_verified?;followers_count;friends_count;retweets_count;favorite_count;language_desc;tweet_full;pre_proc_tweet;stop_filter_tweet;pos_tags;stem_filter;lemma_filter
2019-02-23 00:29:49;False;"@AppStore @scopely @StarTrekFleet @steveaoki @startrek @startrekcbs @StarTrekRoom 

@scopely supports NAZI trolling with it's game @StarTrekFleet #TogetherAgainstAntisemitism

#Metoomovement They also love misogynistic trolling over @scopely . 

#StarTrekDiscovery shows inclusion, STFC is all about exclusion.";;en;'TogetherAgainstAntisemitism', 'Metoomovement', 'StarTrekDiscovery'; 'App Store' 'Scopely' 'Star Trek Fleet Command' 'Neon Future Aoki' 'Star Trek' 'Star Trek: Discovery' 'Star Trek Writers' 'Scopely' 'Star Trek Fleet Command' 'Scopely';;;;;2019-01-30 01:35:19;DisgustedStar;;110;False;0;6;0;0;english;"@AppStore @scopely @StarTrekFleet @steveaoki @startrek @startrekcbs @StarTrekRoom 

@scopely supports NAZI trolling with  game @StarTrekFleet #TogetherAgainstAntisemitism

#Metoomovement They also love misogynistic trolling over @scopely . 

#StarTrekDiscovery shows inclusion, STFC is all about exclusion.";"       

 suppos nazi trolling with  game  ogetheragainstantisemitism

 they also love misogynistic trolling over  . 

 shows inclusion, stfc is all about exclusion.";suppos nazi trolling game ogetheragainstantisemitism also love misogynistic trolling . shows inclusion , stfc exclusion . ;[('suppos', 'NN'), ('nazi', 'JJ'), ('trolling', 'VBG'), ('game', 'NN'), ('ogetheragainstantisemitism', 'NN'), ('also', 'RB'), ('love', 'VBD'), ('misogynistic', 'JJ'), ('trolling', 'NN'), ('.', '.'), ('shows', 'VBZ'), ('inclusion', 'NN'), (',', ','), ('stfc', 'JJ'), ('exclusion', 'NN'), ('.', '.')];suppo nazi troll game ogetheragainstantisemit also love misogynist troll . show inclus , stfc exclus .;suppos nazi troll game ogetheragainstantisemitism also love misogynistic trolling . show inclusion , stfc exclusion .
2019-02-23 00:29:43;False;"@scopely @startrek @startrekcbs @StarTrekRoom 

@scopely supports NAZI trolling with it's game @StarTrekFleet #TogetherAgainstAntisemitism

#Metoomovement They also love misogynistic trolling over @scopely . 

#StarTrekDiscovery shows inclusion, STFC is all about exclusion.";;en;'TogetherAgainstAntisemitism', 'Metoomovement', 'StarTrekDiscovery'; 'Scopely' 'Star Trek' 'Star Trek: Discovery' 'Star Trek Writers' 'Scopely' 'Star Trek Fleet Command' 'Scopely';;;;;2019-01-30 01:35:19;DisgustedStar;;110;False;0;6;0;0;english;"@scopely @startrek @startrekcbs @StarTrekRoom 

@scopely supports NAZI trolling with  game @StarTrekFleet #TogetherAgainstAntisemitism

#Metoomovement They also love misogynistic trolling over @scopely . 

#StarTrekDiscovery shows inclusion, STFC is all about exclusion.";"    

 suppos nazi trolling with  game  ogetheragainstantisemitism

 they also love misogynistic trolling over  . 

 shows inclusion, stfc is all about exclusion.";suppos nazi trolling game ogetheragainstantisemitism also love misogynistic trolling . shows inclusion , stfc exclusion . ;[('suppos', 'NN'), ('nazi', 'JJ'), ('trolling', 'VBG'), ('game', 'NN'), ('ogetheragainstantisemitism', 'NN'), ('also', 'RB'), ('love', 'VBD'), ('misogynistic', 'JJ'), ('trolling', 'NN'), ('.', '.'), ('shows', 'VBZ'), ('inclusion', 'NN'), (',', ','), ('stfc', 'JJ'), ('exclusion', 'NN'), ('.', '.')];suppo nazi troll game ogetheragainstantisemit also love misogynist troll . show inclus , stfc exclus .;suppos nazi troll game ogetheragainstantisemitism also love misogynistic trolling . show inclusion , stfc exclusion .
2019-02-23 00:29:43;False;@MaloneRuth How about all of the protestors of your buddy @ProfGlantz by the #MeToo movement outside the venue? What do you think about that?;;en;'MeToo'; 'Ruth Malone' 'Stanton Glantz';Mauldin, SC;;;;2009-05-05 15:53:00;Tigershark94;Tobacco Harm Reduction advocate intent on eradicating smoking, vape shop owner and unapologetic Republican. #MAGA;4008;False;232;594;0;2;english;@MaloneRuth How about all of the protestors of your buddy @ProfGlantz by the #MeToo movement outside the venue? What do you think about that?; how about all of the protestors of your buddy  by the  movement outside the venue? what do you think about that?;protestors buddy movement outside venue ? think ? ;[('protestors', 'NNS'), ('buddy', 'VBP'), ('movement', 'NN'), ('outside', 'IN'), ('venue', 'NN'), ('?', '.'), ('think', 'VB'), ('?', '.')];protestor buddi movement outsid venu ? think ?;protestors buddy movement outside venue ? think ?
2019-02-23 00:29:39;True;;"My name is Valkyrie Weather, born Kyle Cohen, the oldest child and trans daughter of film producer/director Rob Cohen (The fast &amp; the Furious, xXx, and The Hurricane Heist). When I was very young, Rob used my body for his own sexual gratification. #MeToo https://t.co/G9kG3YaK4t https://t.co/OgjtaZelLc";en;; 'Valkyrie Weather';California, USA;;;;2012-08-02 01:48:08;igetuh2o;NOT a Russian Bot. Iam However a 1965 Suck start- little beat up but still in Fair Condition.a simple kind of man, someone who is loved and hard  to understand.;17195;False;297;280;1591;0;english;"My name is Valkyrie Weather, born Kyle Cohen, the oldest child and trans daughter of film producer/director Rob Cohen (The fast &amp; the Furious, xXx, and The Hurricane Heist). When I was very young, Rob used my body for his own sexual gratification. #MeToo https://t.co/G9kG3YaK4t https://t.co/OgjtaZelLc";"my name is valkyrie weather, born kyle cohen, the oldest child and trans daughter of film producer/director rob cohen (the fast &amp; the furious, xxx, and the hurricane heist). when i was very young, rob used my body for his own sexual gratification.   ";"name valkyrie weather , born kyle cohen , oldest child trans daughter film producer/director rob cohen ( fast & amp ; furious , xxx , hurricane heist ) . young , rob used body sexual gratification . ";"[('name', 'NN'), ('valkyrie', 'NN'), ('weather', 'NN'), (',', ','), ('born', 'VBN'), ('kyle', 'NN'), ('cohen', 'NN'), (',', ','), ('oldest', 'JJS'), ('child', 'NN'), ('trans', 'NNS'), ('daughter', 'VBP'), ('film', 'NN'), ('producer/director', 'NN'), ('rob', 'NN'), ('cohen', 'NN'), ('(', '('), ('fast', 'JJ'), ('&', 'CC'), ('amp', 'NN'), (';', ':'), ('furious', 'JJ'), (',', ','), ('xxx', 'NNP'), (',', ','), ('hurricane', 'NN'), ('heist', 'NN'), (')', ')'), ('.', '.'), ('young', 'JJ'), (',', ','), ('rob', 'VB'), ('used', 'VBN'), ('body', 'NN'), ('sexual', 'JJ'), ('gratification', 'NN'), ('.', '.')]";"name valkyri weather , born kyle cohen , oldest child tran daughter film producer/director rob cohen ( fast & amp ; furiou , xxx , hurrican heist ) . young , rob use bodi sexual gratif .";"name valkyrie weather , bear kyle cohen , old child trans daughter film producer/director rob cohen ( fast & amp ; furious , xxx , hurricane heist ) . young , rob use body sexual gratification ."
2019-02-23 00:29:29;False;#MeToo Nigerian version is about to be full blown . from what is about to go down. i will ADVICE if you raped any girl before , just come out and apologize now.;;en;'MeToo'; ;California, USA;;;;2010-09-22 17:07:31;dollycent;Father|Scientist|Photographer|Speaker. ABCDEFGHIJKLMNOPQRSTVWXYZ , spot the problem. IG/Snapchat (dollycent) 🇳🇬. RTs≠Endorsements. dollycent@gmail.com;559547;False;17103;4943;265;197;english;#MeToo Nigerian version is about to be full blown . from what is about to go down. i will ADVICE if you raped any girl before , just come out and apologize now.; nigerian version is about to be full blown . from what is about to go down. i will advice if you raped any girl before , just come out and apologize now.;nigerian version full blown . go . advice raped girl , come apologize . ;[('nigerian', 'JJ'), ('version', 'NN'), ('full', 'JJ'), ('blown', 'NN'), ('.', '.'), ('go', 'VB'), ('.', '.'), ('advice', 'NN'), ('raped', 'VBD'), ('girl', 'NN'), (',', ','), ('come', 'VB'), ('apologize', 'NN'), ('.', '.')];nigerian version full blown . go . advic rape girl , come apolog .;nigerian version full blown . go . advice rap girl , come apologize .
2019-02-23 00:29:27;True;;I wrote about how #MeToo inspired a movement among young South Korean students that became #SchoolMeToo: students in more than 65 middle and high schools spoke up about experiencing sex abuse at the hands of teachers. https://t.co/CUN78QhkfI;en;'MeToo', 'SchoolMeToo'; 'Victoria Kim';jupiter;;;;2013-07-18 06:45:13;osmulher;peanut butter chocolate cake with kool aid;3629;False;354;2423;51;0;english;I wrote about how #MeToo inspired a movement among young South Korean students that became #SchoolMeToo: students in more than 65 middle and high schools spoke up about experiencing sex abuse at the hands of teachers. https://t.co/CUN78QhkfI;i wrote about how  inspired a movement among young south korean students that became  students in more than 65 middle and high schools spoke up about experiencing sex abuse at the hands of teachers. ;wrote inspired movement among young south korean students became students 65 middle high schools spoke experiencing sex abuse hands teachers . ;[('wrote', 'VBD'), ('inspired', 'JJ'), ('movement', 'NN'), ('among', 'IN'), ('young', 'JJ'), ('south', 'JJ'), ('korean', 'JJ'), ('students', 'NNS'), ('became', 'VBD'), ('students', 'NNS'), ('65', 'CD'), ('middle', 'JJ'), ('high', 'JJ'), ('schools', 'NNS'), ('spoke', 'VBD'), ('experiencing', 'VBG'), ('sex', 'NN'), ('abuse', 'NN'), ('hands', 'VBZ'), ('teachers', 'NNS'), ('.', '.')];wrote inspir movement among young south korean student becam student 65 middl high school spoke experienc sex abus hand teacher .;write inspired movement among young south korean student become student 65 middle high school speak experience sex abuse hand teacher .
2019-02-23 00:29:23;False;"@steveaoki @O2academybrix @startrek @startrekcbs @StarTrekRoom 

@scopely supports NAZI trolling with it's game @StarTrekFleet #TogetherAgainstAntisemitism

#Metoomovement They also love misogynistic trolling over @scopely . 

#StarTrekDiscovery shows inclusion, STFC is all about exclusion.";;en;'TogetherAgainstAntisemitism', 'Metoomovement', 'StarTrekDiscovery'; 'Neon Future Aoki' 'O2 Academy Brixton' 'Star Trek' 'Star Trek: Discovery' 'Star Trek Writers' 'Scopely' 'Star Trek Fleet Command' 'Scopely';;;;;2019-01-30 01:35:19;DisgustedStar;;110;False;0;6;0;0;english;"@steveaoki @O2academybrix @startrek @startrekcbs @StarTrekRoom 

@scopely supports NAZI trolling with  game @StarTrekFleet #TogetherAgainstAntisemitism

#Metoomovement They also love misogynistic trolling over @scopely . 

#StarTrekDiscovery shows inclusion, STFC is all about exclusion.";"     

 suppos nazi trolling with  game  ogetheragainstantisemitism

 they also love misogynistic trolling over  . 

 shows inclusion, stfc is all about exclusion.";suppos nazi trolling game ogetheragainstantisemitism also love misogynistic trolling . shows inclusion , stfc exclusion . ;[('suppos', 'NN'), ('nazi', 'JJ'), ('trolling', 'VBG'), ('game', 'NN'), ('ogetheragainstantisemitism', 'NN'), ('also', 'RB'), ('love', 'VBD'), ('misogynistic', 'JJ'), ('trolling', 'NN'), ('.', '.'), ('shows', 'VBZ'), ('inclusion', 'NN'), (',', ','), ('stfc', 'JJ'), ('exclusion', 'NN'), ('.', '.')];suppo nazi troll game ogetheragainstantisemit also love misogynist troll . show inclus , stfc exclus .;suppos nazi troll game ogetheragainstantisemitism also love misogynistic trolling . show inclusion , stfc exclusion .
2019-02-23 00:29:18;False;Survivors owe you NOTHING.  And the very LEAST you owe them is dignity.  #MeToo https://t.co/rvSZlU2nHY;;en;'MeToo'; ;;;;;2018-08-10 20:13:32;JK4Delegate;Jennifer Kitchen will bring a strong voice, that of the people of the 25th, to the Virginia Legislature. A voice that for too long has been missing.;572;False;131;338;2;3;english;Survivors owe you NOTHING.  And the very LEAST you owe them is dignity.  #MeToo https://t.co/rvSZlU2nHY;survivors owe you nothing.  and the very least you owe them is dignity.   ;survivors owe nothing . least owe dignity . ;[('survivors', 'NNS'), ('owe', 'VBP'), ('nothing', 'NN'), ('.', '.'), ('least', 'JJS'), ('owe', 'JJ'), ('dignity', 'NN'), ('.', '.')];survivor owe noth . least owe digniti .;survivor owe nothing . least owe dignity .
2019-02-23 00:29:16;False;"@steveaoki @IAmAlanWalker @startrek @startrekcbs @StarTrekRoom 

@scopely supports NAZI trolling with it's game @StarTrekFleet #TogetherAgainstAntisemitism

#Metoomovement They also love misogynistic trolling over @scopely . 

#StarTrekDiscovery shows inclusion, STFC is all about exclusion.";;en;'TogetherAgainstAntisemitism', 'Metoomovement', 'StarTrekDiscovery'; 'Neon Future Aoki' 'Alan Walker' 'Star Trek' 'Star Trek: Discovery' 'Star Trek Writers' 'Scopely' 'Star Trek Fleet Command' 'Scopely';;;;;2019-01-30 01:35:19;DisgustedStar;;110;False;0;6;0;0;english;"@steveaoki @IAmAlanWalker @startrek @startrekcbs @StarTrekRoom 

@scopely supports NAZI trolling with  game @StarTrekFleet #TogetherAgainstAntisemitism

#Metoomovement They also love misogynistic trolling over @scopely . 

#StarTrekDiscovery shows inclusion, STFC is all about exclusion.";"     

 suppos nazi trolling with  game  ogetheragainstantisemitism

 they also love misogynistic trolling over  . 

 shows inclusion, stfc is all about exclusion.";suppos nazi trolling game ogetheragainstantisemitism also love misogynistic trolling . shows inclusion , stfc exclusion . ;[('suppos', 'NN'), ('nazi', 'JJ'), ('trolling', 'VBG'), ('game', 'NN'), ('ogetheragainstantisemitism', 'NN'), ('also', 'RB'), ('love', 'VBD'), ('misogynistic', 'JJ'), ('trolling', 'NN'), ('.', '.'), ('shows', 'VBZ'), ('inclusion', 'NN'), (',', ','), ('stfc', 'JJ'), ('exclusion', 'NN'), ('.', '.')];suppo nazi troll game ogetheragainstantisemit also love misogynist troll . show inclus , stfc exclus .;suppos nazi troll game ogetheragainstantisemitism also love misogynistic trolling . show inclusion , stfc exclusion .
2019-02-23 00:29:11;False;"@steveaoki @alanwalkermusic @startrek @startrekcbs @StarTrekRoom 

@scopely supports NAZI trolling with it's game @StarTrekFleet #TogetherAgainstAntisemitism

#Metoomovement They also love misogynistic trolling over @scopely . 

#StarTrekDiscovery shows inclusion, STFC is all about exclusion.";;en;'TogetherAgainstAntisemitism', 'Metoomovement', 'StarTrekDiscovery'; 'Neon Future Aoki' 'jjajajajak' 'Star Trek' 'Star Trek: Discovery' 'Star Trek Writers' 'Scopely' 'Star Trek Fleet Command' 'Scopely';;;;;2019-01-30 01:35:19;DisgustedStar;;110;False;0;6;0;0;english;"@steveaoki @alanwalkermusic @startrek @startrekcbs @StarTrekRoom 

@scopely supports NAZI trolling with  game @StarTrekFleet #TogetherAgainstAntisemitism

#Metoomovement They also love misogynistic trolling over @scopely . 

#StarTrekDiscovery shows inclusion, STFC is all about exclusion.";"     

 suppos nazi trolling with  game  ogetheragainstantisemitism

 they also love misogynistic trolling over  . 

 shows inclusion, stfc is all about exclusion.";suppos nazi trolling game ogetheragainstantisemitism also love misogynistic trolling . shows inclusion , stfc exclusion . ;[('suppos', 'NN'), ('nazi', 'JJ'), ('trolling', 'VBG'), ('game', 'NN'), ('ogetheragainstantisemitism', 'NN'), ('also', 'RB'), ('love', 'VBD'), ('misogynistic', 'JJ'), ('trolling', 'NN'), ('.', '.'), ('shows', 'VBZ'), ('inclusion', 'NN'), (',', ','), ('stfc', 'JJ'), ('exclusion', 'NN'), ('.', '.')];suppo nazi troll game ogetheragainstantisemit also love misogynist troll . show inclus , stfc exclus .;suppos nazi troll game ogetheragainstantisemitism also love misogynistic trolling . show inclusion , stfc exclusion .
