created_date;is_retweet?;text;text_retweet;language;hashtags;mentions;location;geo_location;geo_country;geo_coordinates;user_created_at;screen_name;profile_description;total_number_of_tweets;is_verified?;followers_count;friends_count;retweets_count;favorite_count;language_desc;tweet_full;pre_proc_tweet;stop_filter_tweet;pos_tags;stem_filter;lemma_filter
2019-02-22 18:40:57;True;;"Where's the documentary on Weinstein and the 70+ women who have accused him? I don't see @HBO or anyone involved in the #metoo movement jumping up &amp; down to share their stories. They are too busy promoting the lies of a self admitted ""master of deception"" &amp; his partner in crime.";en;; 'Melissa Frank' 'HBO';;;;;2019-01-12 08:22:20;irinairinkinamj;love mj;1362;False;52;93;32;0;english;"Where's the documentary on Weinstein and the 70+ women who have accused him? I do not see @HBO or anyone involved in the #metoo movement jumping up &amp; down to share their stories. They are too busy promoting the lies of a self admitted ""master of deception"" &amp; his partner in crime.";"where's the documentary on weinstein and the 70+ women who have accused him? i do not see  or anyone involved in the  movement jumping up &amp; down to share their stories. they are too busy promoting the lies of a self admitted ""master of deception"" &amp; his paner in crime.";"'s documentary weinstein 70+ women accused ? see anyone involved movement jumping & amp ; share stories . busy promoting lies self admitted `` master deception '' & amp ; paner crime . ";"[(""'s"", 'POS'), ('documentary', 'JJ'), ('weinstein', 'NN'), ('70+', 'CD'), ('women', 'NNS'), ('accused', 'VBN'), ('?', '.'), ('see', 'VB'), ('anyone', 'NN'), ('involved', 'VBN'), ('movement', 'NN'), ('jumping', 'VBG'), ('&', 'CC'), ('amp', 'NN'), (';', ':'), ('share', 'NN'), ('stories', 'NNS'), ('.', '.'), ('busy', 'JJ'), ('promoting', 'VBG'), ('lies', 'VBZ'), ('self', 'NN'), ('admitted', 'VBN'), ('``', '``'), ('master', 'JJ'), ('deception', 'NN'), ('``', '``'), ('&', 'CC'), ('amp', 'NN'), (';', ':'), ('paner', 'NN'), ('crime', 'NN'), ('.', '.')]";"'s documentari weinstein 70+ women accus ? see anyon involv movement jump & amp ; share stori . busi promot lie self admit `` master decept `` & amp ; paner crime .";"'s documentary weinstein 70+ woman accuse ? see anyone involve movement jump & amp ; share story . busy promote lie self admit `` master deception `` & amp ; paner crime ."
2019-02-22 18:40:51;True;;"In short, here's @AGirlOfHerWords acting in the very same manner that she felt men should lose their careers and families for while exploiting the #metoo movement for fame.

How about this for a carefully crafted message, Mahima - Drown yourself in shame if you have any left. https://t.co/f0KIY82VuK";en;; 'Sh*eyas P*i' 'Mahima Kukreja';;;;;2018-07-03 04:25:50;ramm180;;8051;False;97;188;168;0;english;"In short, here's @AGirlOfHerWords acting in the very same manner that she felt men should lose their careers and families for while exploiting the #metoo movement for fame.

How about this for a carefully crafted message, Mahima - Drown yourself in shame if you have any left. https://t.co/f0KIY82VuK";"in sho, here's  acting in the very same manner that she felt men should lose their careers and families for while exploiting the  movement for fame.

how about this for a carefully crafted message, mahima - drown yourself in shame if you have any left. ";sho , 's acting manner felt men lose careers families exploiting movement fame . carefully crafted message , mahima - drown shame left . ;"[('sho', 'NN'), (',', ','), (""'s"", 'POS'), ('acting', 'JJ'), ('manner', 'NN'), ('felt', 'VBD'), ('men', 'NNS'), ('lose', 'VBP'), ('careers', 'NNS'), ('families', 'NNS'), ('exploiting', 'VBG'), ('movement', 'NN'), ('fame', 'NN'), ('.', '.'), ('carefully', 'RB'), ('crafted', 'JJ'), ('message', 'NN'), (',', ','), ('mahima', 'SYM'), ('-', ':'), ('drown', 'JJ'), ('shame', 'NN'), ('left', 'VBD'), ('.', '.')]";sho , 's act manner felt men lose career famili exploit movement fame . care craft messag , mahima - drown shame left .;sho , 's acting manner felt men lose career family exploit movement fame . carefully crafted message , mahima - drown shame leave .
2019-02-22 18:40:51;False;Pope Opens Child Sex Abuse Conference, Promising 'Concrete' Remedies https://t.co/lqxPav6p1R via @sojourners #MeToo;;en;'MeToo'; 'Sojourners';Missouri, USA;;;;2011-05-16 22:32:57;NoFascistLies;"The Democratic Party has strayed from its working class roots. Our goal is to restore it. Not the Senator from Vermont; just a supporter. #Fightfor15 #1u🌹";364513;False;29632;24005;0;1;english;Pope Opens Child Sex Abuse Conference, Promising 'Concrete' Remedies https://t.co/lqxPav6p1R via @sojourners #MeToo;pope opens child sex abuse conference, promising 'concrete' remedies  via  ;pope opens child sex abuse conference , promising 'concrete ' remedies via ;"[('pope', 'NN'), ('opens', 'VBZ'), ('child', 'JJ'), ('sex', 'NN'), ('abuse', 'NN'), ('conference', 'NN'), (',', ','), ('promising', 'VBG'), (""'concrete"", 'NNP'), (""'"", 'POS'), ('remedies', 'NNS'), ('via', 'IN')]";pope open child sex abus confer , promis 'concret ' remedi via;pope open child sex abuse conference , promise 'concrete ' remedy via
2019-02-22 18:40:48;True;;"After Amanda Seales Accused Him of Sexually Harassing Her Over The Phone, Ex-NFL &amp; Neurosurgeon Myron Rolle Goes to IG to Say She's Trying to #MeToo Him Because He Didn't Want to Be Her Man or Meet Her in Person (Video-IG Post) https://t.co/QmSdBaMHI5 https://t.co/uTnGD1dfjR";en;; 'Robert Littal';Maryland, USA;;;;2009-03-30 02:03:54;FreakyLeeky;The truth hurts and I'm here to tweet it. HBCU Grad. 1911 👌🏾. #FlyEaglesFly #HereTheyCome M&M👸🏽;182318;False;1715;1698;706;0;english;"After Amanda Seales Accused Him of Sexually Harassing Her Over The Phone, Ex-NFL &amp; Neurosurgeon Myron Rolle Goes to IG to Say She's Trying to #MeToo Him Because He Didn't Want to Be Her Man or Meet Her in Person (Video-IG Post) https://t.co/QmSdBaMHI5 https://t.co/uTnGD1dfjR";"after amanda seales accused him of sexually harassing her over the phone, ex-nfl &amp; neurosurgeon myron rolle goes to ig to say she's trying to  him because he didn't want to be her man or meet her in person (video-ig post)  ";"amanda seales accused sexually harassing phone , ex-nfl & amp ; neurosurgeon myron rolle goes ig say 's trying n't want man meet person ( video-ig post ) ";"[('amanda', 'NN'), ('seales', 'NNS'), ('accused', 'VBN'), ('sexually', 'RB'), ('harassing', 'VBG'), ('phone', 'NN'), (',', ','), ('ex-nfl', 'JJ'), ('&', 'CC'), ('amp', 'NN'), (';', ':'), ('neurosurgeon', 'CC'), ('myron', 'VB'), ('rolle', 'NN'), ('goes', 'VBZ'), ('ig', 'NNS'), ('say', 'VBP'), (""'s"", 'POS'), ('trying', 'VBG'), (""n't"", 'RB'), ('want', 'VB'), ('man', 'NN'), ('meet', 'VB'), ('person', 'NN'), ('(', '('), ('video-ig', 'JJ'), ('post', 'NN'), (')', ')')]";"amanda seal accus sexual harass phone , ex-nfl & amp ; neurosurgeon myron roll goe ig say 's tri n't want man meet person ( video-ig post )";"amanda seales accuse sexually harass phone , ex-nfl & amp ; neurosurgeon myron rolle go ig say 's try n't want man meet person ( video-ig post )"
2019-02-22 18:40:37;True;;"I am coming!! And request all those who hav learnt a lesson of toxic feminism thru #MeToo
#Satyagrah4men
#MensCommission 
@SFFNGO 
@MenWelfare 
@aloknath 
@SimplySajidK 
@chetan_bhagat 
@suhelseth 
@Kailashkher 
@mjakbar 
@VinodDua7 
@mrrajatkapoor 
@varungrover 
@IndiaMeToo https://t.co/SjTKQ6xDdn";en;'MeToo', 'Satyagrah4men', 'MensCommission'; 'Susheel Kataria';Chandigarh, India;;;;2016-05-16 10:24:48;MRARohit;;15868;False;225;42;44;0;english;"I am coming!! And request all those who hav learnt a lesson of toxic feminism thru #MeToo
#Satyagrah4men
#MensCommission 
@SFFNGO 
@MenWelfare 
@aloknath 
@SimplySajidK 
@chetan_bhagat 
@suhelseth 
@Kailashkher 
@mjakbar 
@VinodDua7 
@mrrajatkapoor 
@varungrover 
@IndiaMeToo https://t.co/SjTKQ6xDdn";"i am coming!! and request all those who hav learnt a lesson of toxic feminism thru etoo
atyagrah4men
 
 
 
 
 
 
 
 
 
 
 
 
 ";coming ! ! request hav learnt lesson toxic feminism thru etoo atyagrah4men ;[('coming', 'VBG'), ('!', '.'), ('!', '.'), ('request', 'NN'), ('hav', 'NN'), ('learnt', 'JJ'), ('lesson', 'NN'), ('toxic', 'JJ'), ('feminism', 'NN'), ('thru', 'NN'), ('etoo', 'NN'), ('atyagrah4men', 'NNS')];come ! ! request hav learnt lesson toxic femin thru etoo atyagrah4men;come ! ! request hav learnt lesson toxic feminism thru etoo atyagrah4men
2019-02-22 18:40:37;True;;DCI Consulting Presents: The EEO Studio Podcast! In the first episode, Co-Hosts Keli Wilson and Rosemary Cox sit down with Alexis Ronickher to discuss the #MeToo movement. Listen here: https://t.co/4cTNS29Bcu https://t.co/jMduSjRUam;en;; 'DCI Consulting';Washington, DC;;;;2009-03-17 14:15:34;kmblegal;The lawyers of Katz, Marshall & Banks are nationally recognized for their expertise in the areas of employment law, whistleblower law and sexual harassment law.;1814;False;1331;1119;1;0;english;DCI Consulting Presents: The EEO Studio Podcast! In the first episode, Co-Hosts Keli Wilson and Rosemary Cox sit down with Alexis Ronickher to discuss the #MeToo movement. Listen here: https://t.co/4cTNS29Bcu https://t.co/jMduSjRUam;dci consulting presents: the eeo studio podcast! in the first episode, co-hosts keli wilson and rosemary cox sit down with alexis ronickher to discuss the  movement. listen here:  ;dci consulting presents : eeo studio podcast ! first episode , co-hosts keli wilson rosemary cox sit alexis ronickher discuss movement . listen : ;[('dci', 'NN'), ('consulting', 'VBG'), ('presents', 'NNS'), (':', ':'), ('eeo', 'JJ'), ('studio', 'NN'), ('podcast', 'NN'), ('!', '.'), ('first', 'JJ'), ('episode', 'NN'), (',', ','), ('co-hosts', 'NNS'), ('keli', 'VBP'), ('wilson', 'JJ'), ('rosemary', 'JJ'), ('cox', 'NN'), ('sit', 'NN'), ('alexis', 'IN'), ('ronickher', 'JJR'), ('discuss', 'NN'), ('movement', 'NN'), ('.', '.'), ('listen', 'NN'), (':', ':')];dci consult present : eeo studio podcast ! first episod , co-host keli wilson rosemari cox sit alexi ronickh discuss movement . listen :;dci consult present : eeo studio podcast ! first episode , co-hosts keli wilson rosemary cox sit alexis ronickher discus movement . listen :
2019-02-22 18:40:12;False;"Thoughts on compliments in the workplace after #metoo ""If you're saying it to me to possibly get laid,  I can tell. "" -Wendy Pfeiffer #watermarkconf";;en;'metoo', 'watermarkconf'; ;Oakland, CA;;;;2015-11-16 17:04:29;KeLindaLoba;Pollinator of positivity. Vocal instrument. Protector of the earth.;474;False;76;310;1;1;english;"Thoughts on compliments in the workplace after #metoo ""If you're saying it to me to possibly get laid,  I can tell. "" -Wendy Pfeiffer #watermarkconf";"thoughts on compliments in the workplace after  ""if you're saying it to me to possibly get laid,  i can tell. "" -wendy pfeiffer ";thoughts compliments workplace `` 're saying possibly get laid , tell. `` -wendy pfeiffer ;"[('thoughts', 'NNS'), ('compliments', 'NNS'), ('workplace', 'VBP'), ('``', '``'), (""'re"", 'VBP'), ('saying', 'VBG'), ('possibly', 'RB'), ('get', 'VB'), ('laid', 'VBN'), (',', ','), ('tell', 'VB'), ('.', '.'), ('``', '``'), ('-wendy', 'JJ'), ('pfeiffer', 'NN')]";thought compliment workplac `` 're say possibl get laid , tell . `` -wendi pfeiffer;thought compliment workplace `` 're say possibly get lay , tell . `` -wendy pfeiffer
2019-02-22 18:40:06;False;#MeToo pushes Google to end forced arbitration for employees globally https://t.co/TjmMSaq4vN;;en;'MeToo'; ;Waltham, MA;;;;2009-10-08 17:53:39;IndiaNewEngland;Serving the region's Indo-American Community;15164;False;497;131;0;0;english;#MeToo pushes Google to end forced arbitration for employees globally https://t.co/TjmMSaq4vN; pushes google to end forced arbitration for employees globally ;pushes google end forced arbitration employees globally ;[('pushes', 'NNS'), ('google', 'VBP'), ('end', 'NN'), ('forced', 'VBN'), ('arbitration', 'NN'), ('employees', 'NNS'), ('globally', 'RB')];push googl end forc arbitr employe global;push google end force arbitration employee globally
2019-02-22 18:39:58;False;"Long overdue!! #SurvivingRKelly #JusticeForBlackGirls #SaveTheGirls #MuteRKelly
#MeToo #TimesUp

R. Kelly Charged with 10 Counts of Aggravated Criminal Sexual Abuse https://t.co/9FImkN53Gp";;en;'SurvivingRKelly', 'JusticeForBlackGirls', 'SaveTheGirls', 'MuteRKelly', 'MeToo', 'TimesUp'; ;Toronto;;;;2008-10-13 17:00:06;EE_Laura;"Losing it in TO. 💫

Namaste🌻";3337;False;117;422;1;1;english;"Long overdue!! #SurvivingRKelly #JusticeForBlackGirls #SaveTheGirls #MuteRKelly
#MeToo #TimesUp

R. Kelly Charged with 10 Counts of Aggravated Criminal Sexual Abuse https://t.co/9FImkN53Gp";"long overdue!!    uterkelly
 imesup

r. kelly charged with 10 counts of aggravated criminal sexual abuse ";long overdue ! ! uterkelly imesup r. kelly charged 10 counts aggravated criminal sexual abuse ;[('long', 'RB'), ('overdue', 'JJ'), ('!', '.'), ('!', '.'), ('uterkelly', 'RB'), ('imesup', 'JJ'), ('r.', 'NN'), ('kelly', 'RB'), ('charged', 'VBD'), ('10', 'CD'), ('counts', 'NNS'), ('aggravated', 'VBN'), ('criminal', 'JJ'), ('sexual', 'JJ'), ('abuse', 'NN')];long overdu ! ! uterkelli imesup r. kelli charg 10 count aggrav crimin sexual abus;long overdue ! ! uterkelly imesup r. kelly charge 10 count aggravate criminal sexual abuse
2019-02-22 18:39:53;True;;"Qudsia Raja, Policy Director at @ndvh, spoke with @chicagotribune about the importance of the Violence Against Women Act, discussing the 40% increase in calls to the hotline last year as a consequence of #MeToo.

| #FF @qudsiaraja
https://t.co/qOpxapGCeD";en;; 'ReThink Rights' 'National Domestic Violence Hotline' 'Chicago Tribune';washington, d.c.;;;;2009-06-29 20:05:57;qudsiaraja;policy director @ndvh. board @_cjactionfund + @SafeSpacesDC. overall medium person. all tweets are my own.;10367;False;1011;2486;6;0;english;"Qudsia Raja, Policy Director at @ndvh, spoke with @chicagotribune about the importance of the Violence Against Women Act, discussing the 40% increase in calls to the hotline last year as a consequence of #MeToo.

| #FF @qudsiaraja
https://t.co/qOpxapGCeD";"qudsia raja, policy director at  spoke with  about the impoance of the violence against women act, discussing the 40% increase in calls to the hotline last year as a consequence of etoo.

|  udsiaraja
";qudsia raja , policy director spoke impoance violence women act , discussing 40 % increase calls hotline last year consequence etoo . | udsiaraja ;[('qudsia', 'NN'), ('raja', 'NN'), (',', ','), ('policy', 'NN'), ('director', 'NN'), ('spoke', 'VBD'), ('impoance', 'NN'), ('violence', 'NN'), ('women', 'NNS'), ('act', 'NN'), (',', ','), ('discussing', 'VBG'), ('40', 'CD'), ('%', 'NN'), ('increase', 'NN'), ('calls', 'VBZ'), ('hotline', 'NN'), ('last', 'JJ'), ('year', 'NN'), ('consequence', 'NN'), ('etoo', 'NN'), ('.', '.'), ('|', 'CD'), ('udsiaraja', 'JJ')];qudsia raja , polici director spoke impoanc violenc women act , discuss 40 % increas call hotlin last year consequ etoo . | udsiaraja;qudsia raja , policy director speak impoance violence woman act , discuss 40 % increase call hotline last year consequence etoo . | udsiaraja
