created_date;is_retweet?;text;text_retweet;language;hashtags;mentions;location;geo_location;geo_country;geo_coordinates;user_created_at;screen_name;name;profile_description;total_number_of_tweets;is_verified;followers_count;friends_count;retweets_count;favorite_count;url;listed_count;default_profile;default_profile_image;has_extended_profile;language_desc;tweet_full;pre_proc_tweet;stop_filter_tweet;pos_tags;stem_filter;lemma_filter
2019-03-20 19:49:57;True;;RT @RollingStone: Mötley Crüe's Nikki Sixx on drugs, groupies, #MeToo and what dying taught him https://t.co/o7BuUjNar8 https://t.co/lFwsnu…;en;'MeToo';'RollingStone';Where the heart is ;;;;2016-02-17 15:04:55;JaysiCooper1;Jaysi S6xx;Photographer & S6xx Factor - @NikkiSixx @MotleyCrue @SixxAM @SixxSense addict - 6 is my lucky number...👍;16870;False;355;661;96;0;https://t.co/6njMzew0Fk;17;True;False;True;english;RT @RollingStone: Mötley Crüe's Nikki Sixx on drugs, groupies, #MeToo and what dying taught him https://t.co/o7BuUjNar8 https://t.co/lFwsnu…;  mötley crüe's nikki sixx on drugs, groupies,  and what dying taught him  ;mötley crüe 's nikki sixx drugs , groupies , dying taught ;"[('mötley', 'NN'), ('crüe', 'NN'), (""'s"", 'POS'), ('nikki', 'JJ'), ('sixx', 'NN'), ('drugs', 'NNS'), (',', ','), ('groupies', 'NNS'), (',', ','), ('dying', 'VBG'), ('taught', 'NN')]";mötley crüe 's nikki sixx drug , groupi , die taught;mötley crüe 's nikki sixx drug , groupie , die taught
2019-03-20 19:49:38;True;;RT @RollingStone: Mötley Crüe's Nikki Sixx on drugs, groupies, #MeToo and what dying taught him https://t.co/o7BuUjNar8 https://t.co/lFwsnu…;en;'MeToo';'RollingStone';;;;;2015-11-17 08:21:51;ArmyOfSixx;Nikki Katsopolis Tribbiani;Married to Tam. Born in 89. Huge Mötley Crüe fan. Love Full House, WalkerTexasRanger, NashBridges, Miami Vice & more. Love Disney. Lil Sis is @PaigeSambora .;6660;False;963;2733;96;0;https://t.co/zXAOLVb51M;0;False;False;False;english;RT @RollingStone: Mötley Crüe's Nikki Sixx on drugs, groupies, #MeToo and what dying taught him https://t.co/o7BuUjNar8 https://t.co/lFwsnu…;  mötley crüe's nikki sixx on drugs, groupies,  and what dying taught him  ;mötley crüe 's nikki sixx drugs , groupies , dying taught ;"[('mötley', 'NN'), ('crüe', 'NN'), (""'s"", 'POS'), ('nikki', 'JJ'), ('sixx', 'NN'), ('drugs', 'NNS'), (',', ','), ('groupies', 'NNS'), (',', ','), ('dying', 'VBG'), ('taught', 'NN')]";mötley crüe 's nikki sixx drug , groupi , die taught;mötley crüe 's nikki sixx drug , groupie , die taught
2019-03-20 19:49:02;False;"Today the EEOC held a round table with leaders and ""stands ready to help in the effort to change workplace cultures to be more respectful and inclusive”  #shrm #antibullying #metoo
https://t.co/GMvaC8Gks3";;en;'shrm', 'antibullying', 'metoo';nan;San Francisco and Cleveland;;;;2014-11-05 23:04:01;califreethinker;CLE;Philanthropy professional, attorney, and successful business owner, I strive to be present and make a difference.  #shrm #antibullying https://t.co/Bn0VmYVfE8;511;False;150;389;0;1;;1;True;False;False;english;"Today the EEOC held a round table with leaders and ""stands ready to help in the effort to change workplace cultures to be more respectful and inclusive”  #shrm #antibullying #metoo
https://t.co/GMvaC8Gks3";"today the eeoc held a round table with leaders and ""stands ready to help in the effo to change workplace cultures to be more respectful and inclusive”    
";today eeoc held round table leaders `` stands ready help effo change workplace cultures respectful inclusive ” ;[('today', 'NN'), ('eeoc', 'VBP'), ('held', 'VBN'), ('round', 'NN'), ('table', 'NN'), ('leaders', 'NNS'), ('``', '``'), ('stands', 'VBZ'), ('ready', 'JJ'), ('help', 'NN'), ('effo', 'VB'), ('change', 'NN'), ('workplace', 'NN'), ('cultures', 'NNS'), ('respectful', 'JJ'), ('inclusive', 'JJ'), ('”', 'NN')];today eeoc held round tabl leader `` stand readi help effo chang workplac cultur respect inclus ”;today eeoc hold round table leader `` stand ready help effo change workplace culture respectful inclusive ”
2019-03-20 19:48:44;True;;RT @ErikaOBar: Help my friend keep her offender from living in her neighborhood! #wpxi ⁦@DavidWPXI⁩ #metoo #justice ⁦@WPXI⁩ #ISupportAlicia…;en;'wpxi', 'metoo', 'justice';'ErikaOBar' 'DavidWPXI' 'WPXI';Los Angeles, CA;;;;2011-01-08 07:19:08;ErikaOBar;Erika O'Bar;Makeup and FX Artist, Producer. Adoptee re-united with birth-family. WARNING: Content may contain images of SFX makeup;482;False;73;196;1;0;https://t.co/Pa8q23XDwo;1;False;False;True;english;RT @ErikaOBar: Help my friend keep her offender from living in her neighborhood! #wpxi ⁦@DavidWPXI⁩ #metoo #justice ⁦@WPXI⁩ #ISupportAlicia…;  help my friend keep her offender from living in her neighborhood!  ⁦   ⁦ ;help friend keep offender living neighborhood ! ⁦ ⁦ ;[('help', 'NN'), ('friend', 'VB'), ('keep', 'VB'), ('offender', 'NN'), ('living', 'VBG'), ('neighborhood', 'NN'), ('!', '.'), ('\u2066', 'NN'), ('\u2066', 'NN')];help friend keep offend live neighborhood ! ⁦ ⁦;help friend keep offender live neighborhood ! ⁦ ⁦
2019-03-20 19:48:40;True;;"RT @jdesmondharris: You don't have to write ""in the era of #MeToo"" in every piece about women. I promise.";en;'MeToo';'jdesmondharris';she/her 💋;;;;2015-05-02 02:08:17;brightcomets;kay | 13;into a new life for me;21096;False;3408;215;6992;0;https://t.co/1ZiWtXJ1eS;175;False;False;True;english;"RT @jdesmondharris: You do not have to write ""in the era of #MeToo"" in every piece about women. I promise.";"  you do not have to write ""in the era of  in every piece about women. i promise.";write `` era every piece women . promise . ;[('write', 'VB'), ('``', '``'), ('era', 'NN'), ('every', 'DT'), ('piece', 'NN'), ('women', 'NNS'), ('.', '.'), ('promise', 'NN'), ('.', '.')];write `` era everi piec women . promis .;write `` era every piece woman . promise .
2019-03-20 19:48:39;False;"""The investigation is complete, &amp; we are moving forward with both StarTalk &amp; Cosmos.""
Nowhere does this statement declare his innocence
Translation: He did it. We don't care. Because fuck you that's why.
#ReleaseTheFindings #MeToo @FOXTV @NatGeo @neiltyson
https://t.co/BIVGIQXDvl";;en;'ReleaseTheFindings', 'MeToo';'FOXTV' 'NatGeo' 'neiltyson';Dallas, TX;;;;2017-03-11 07:04:03;LoveNotHateDFW;Apoplectic Liberal 🇺🇸🇨🇮🏳️‍🌈🗽❄;Liberal. Gay. Christian. Unconflicted. #PRU #BlueInARedState #FuckTrump #NotMyPresident #ThereIsNoPlanetB #NoHumanIsIllegal #Healthcare #Unite #Resist #VoteBlue;3277;False;4626;5010;0;0;https://t.co/V6NX81TPj7;5;True;False;False;english;"""The investigation is complete, &amp; we are moving forward with both StarTalk &amp; Cosmos.""
Nowhere does this statement declare his innocence
Translation: He did it. We do not care. Because fuck you that's why.
#ReleaseTheFindings #MeToo @FOXTV @NatGeo @neiltyson
https://t.co/BIVGIQXDvl";"""the investigation is complete, &amp; we are moving forward with both staalk &amp; cosmos.""
nowhere does this statement declare his innocence
translation: he did it. we do not care. because fuck you that's why.
    eiltyson
";"`` investigation complete , & amp ; moving forward staalk & amp ; cosmos . '' nowhere statement declare innocence translation : . care . fuck 's . eiltyson ";"[('``', '``'), ('investigation', 'NN'), ('complete', 'JJ'), (',', ','), ('&', 'CC'), ('amp', 'NN'), (';', ':'), ('moving', 'VBG'), ('forward', 'RB'), ('staalk', 'NN'), ('&', 'CC'), ('amp', 'NN'), (';', ':'), ('cosmos', 'NN'), ('.', '.'), ('``', '``'), ('nowhere', 'JJ'), ('statement', 'NN'), ('declare', 'NN'), ('innocence', 'NN'), ('translation', 'NN'), (':', ':'), ('.', '.'), ('care', 'NN'), ('.', '.'), ('fuck', 'NN'), (""'s"", 'POS'), ('.', '.'), ('eiltyson', 'NN')]";"`` investig complet , & amp ; move forward staalk & amp ; cosmo . `` nowher statement declar innoc translat : . care . fuck 's . eiltyson";"`` investigation complete , & amp ; move forward staalk & amp ; cosmos . `` nowhere statement declare innocence translation : . care . fuck 's . eiltyson"
2019-03-20 19:48:37;True;;RT @ErikaOBar: Please sign the petition! https://t.co/Yy7kgryxUN  @nytimes @washingtonpost @latimes @CNNPolitics @cnnbrk #metoo #justice #I…;en;'metoo', 'justice';'ErikaOBar' 'nytimes' 'washingtonpost' 'latimes' 'CNNPolitics' 'cnnbrk';Los Angeles, CA;;;;2011-01-08 07:19:08;ErikaOBar;Erika O'Bar;Makeup and FX Artist, Producer. Adoptee re-united with birth-family. WARNING: Content may contain images of SFX makeup;482;False;73;196;1;0;https://t.co/Pa8q23XDwo;1;False;False;True;english;RT @ErikaOBar: Please sign the petition! https://t.co/Yy7kgryxUN  @nytimes @washingtonpost @latimes @CNNPolitics @cnnbrk #metoo #justice #I…;  please sign the petition!          ;please sign petition ! ;[('please', 'VB'), ('sign', 'JJ'), ('petition', 'NN'), ('!', '.')];pleas sign petit !;please sign petition !
2019-03-20 19:48:30;True;;RT @MrCamblore: So just reading up on all the Amber Heard shit and how she's basically a psycho cunt and Johnny Depp's good name was dragge…;en;;'MrCamblore';;;;;2019-03-06 00:37:42;Violet48318863;derantea'on;"Nice to meet you 🌌
Big fan of Johnny Depp, Heathers, Broadway, memes, cats, tea, Wicca, art, cartoons... I'm also very awkward but I love making new friends!";795;False;22;30;17;0;;0;True;False;False;english;RT @MrCamblore: So just reading up on all the Amber Heard shit and how she's basically a psycho cunt and Johnny Depp's good name was dragge…;  so just reading up on all the amber heard shit and how she's basically a psycho cunt and johnny depp's good name was dragge…;reading amber heard shit 's basically psycho cunt johnny depp 's good name dragge… ;"[('reading', 'VBG'), ('amber', 'RP'), ('heard', 'PRP$'), ('shit', 'NN'), (""'s"", 'POS'), ('basically', 'RB'), ('psycho', 'JJ'), ('cunt', 'NN'), ('johnny', 'NN'), ('depp', 'NN'), (""'s"", 'POS'), ('good', 'JJ'), ('name', 'NN'), ('dragge…', 'NN')]";read amber heard shit 's basic psycho cunt johnni depp 's good name dragge…;read amber heard shit 's basically psycho cunt johnny depp 's good name dragge…
2019-03-20 19:48:28;True;;"RT @MarciaBelsky: “What’s it like doing comedy as a woman post-#metoo⁠ ⁠?”

Something small I’ve noticed that’s encouraging is that I now h…";en;'metoo';'MarciaBelsky';TwoOhOne;;;;2009-04-15 20:18:12;soniamariesays;Hilary Banks;I'm pretty but tough, like a diamond. Or beef jerky in a ball gown.;62693;False;1177;3279;7;0;https://t.co/qWfLvQIUfM;11;False;False;True;english;"RT @MarciaBelsky: “What’s it like doing comedy as a woman post-#metoo⁠ ⁠?”

Something small I’ve noticed that’s encouraging is that I now h…";"  “what’s it like doing comedy as a woman post- ⁠?”

something small i’ve noticed that’s encouraging is that i now h…";“ ’ like comedy woman post- ⁠ ? ” something small ’ noticed ’ encouraging h… ;[('“', 'JJ'), ('’', 'NNS'), ('like', 'IN'), ('comedy', 'NN'), ('woman', 'NN'), ('post-', 'JJ'), ('\u2060', 'NN'), ('?', '.'), ('”', 'JJ'), ('something', 'NN'), ('small', 'JJ'), ('’', 'NNP'), ('noticed', 'VBD'), ('’', 'NNP'), ('encouraging', 'VBG'), ('h…', 'NN')];“ ’ like comedi woman post- ⁠ ? ” someth small ’ notic ’ encourag h…;“ ’ like comedy woman post- ⁠ ? ” something small ’ notice ’ encourage h…
2019-03-20 19:48:20;True;;"RT @sfpelosi: Okay #CALeg I’ll “Speak Up”

🗣There are &lt;still&gt;rapists in the Capitol! Alas “progressives” still hire and honor them.  #shame…";en;'CALeg', 'shame';'sfpelosi';Iowa, yes Iowa. Turn it blue.;;;;2013-06-26 21:59:00;DawnaRickelz;Janette thinks Trump is toast.;I've got my eye on you;352130;False;1444;1939;9;0;;175;False;False;False;english;"RT @sfpelosi: Okay #CALeg I’ll “Speak Up”

🗣There are &lt;still&gt;rapists in the Capitol! Alas “progressives” still hire and honor them.  #shame…";"  okay  i’ll “speak up”

🗣there are &lt;still&gt;rapists in the capitol! alas “progressives” still hire and honor them.  ";"okay ’ “ speak ” 🗣there & lt ; still & gt ; rapists capitol ! alas “ progressives ” still hire honor . ";"[('okay', 'JJ'), ('’', 'NNP'), ('“', 'NNP'), ('speak', 'NN'), ('”', 'NNP'), ('🗣there', 'NNP'), ('&', 'CC'), ('lt', 'NN'), (';', ':'), ('still', 'RB'), ('&', 'CC'), ('gt', 'NN'), (';', ':'), ('rapists', 'VBZ'), ('capitol', 'NN'), ('!', '.'), ('alas', 'NNS'), ('“', 'VBP'), ('progressives', 'NNS'), ('”', 'VBP'), ('still', 'RB'), ('hire', 'VB'), ('honor', 'NN'), ('.', '.')]";"okay ’ “ speak ” 🗣there & lt ; still & gt ; rapist capitol ! ala “ progress ” still hire honor .";"okay ’ “ speak ” 🗣there & lt ; still & gt ; rapists capitol ! ala “ progressive ” still hire honor ."
