created_date;is_retweet?;text;text_retweet;language;hashtags;mentions;location;geo_location;geo_country;geo_coordinates;user_created_at;screen_name;name;profile_description;total_number_of_tweets;is_verified;followers_count;friends_count;retweets_count;favorite_count;url;listed_count;default_profile;default_profile_image;has_extended_profile;language_desc;tweet_full;pre_proc_tweet;stop_filter_tweet;pos_tags;stem_filter;lemma_filter
2019-03-21 00:00:07;False;So true! #Prolife #Abortion #PlannedParentood #Metoo https://t.co/A4sgrltQag;;en;'Prolife', 'Abortion', 'PlannedParentood', 'Metoo';nan;United States;;;;2012-05-07 13:38:43;PrimMrs;Mrs. Prim  ❌;We are the Deplorables.  We are taking back Our Country. No PC snowflakes, Patriotism #AmericaFirst #MAGA Rise Up Loud Majority, Build the Wall #StopTheBias;191804;False;4198;3603;0;0;;166;False;False;False;english;So true! #Prolife #Abortion #PlannedParentood #Metoo https://t.co/A4sgrltQag;so true!     ;true ! ;[('true', 'JJ'), ('!', '.')];true !;true !
2019-03-21 00:00:02;True;;RT @blacksouljahb: @TalibKweli @TiffanyQuarles2 @JoyAnnReid @Author_Tyler @OrionAura @salaam @amjoyshow @ministter @ImaniKushan @NCOBRA40 I…;en;;'blacksouljahb' 'TalibKweli' 'TiffanyQuarles2' 'JoyAnnReid' 'Author_Tyler' 'OrionAura' 'salaam' 'amjoyshow' 'ministter' 'ImaniKushan' 'NCOBRA40';Missouri;;;;2017-06-26 15:51:38;russ30327;Russ M;Dedicated to getting rid of Trump;135450;False;4161;1468;2;0;;27;False;True;True;english;RT @blacksouljahb: @TalibKweli @TiffanyQuarles2 @JoyAnnReid @Author_Tyler @OrionAura @salaam @amjoyshow @ministter @ImaniKushan @NCOBRA40 I…;            i…;i… ;[('i…', 'NN')];i…;i…
2019-03-20 23:59:57;True;;"RT @jdesmondharris: You don't have to write ""in the era of #MeToo"" in every piece about women. I promise.";en;'MeToo';'jdesmondharris'; ;;;;2013-09-03 12:54:01;edgarhhhoe;the petasse jumped out;gims fan acc;8673;False;93;221;6992;0;;1;True;False;True;english;"RT @jdesmondharris: You do not have to write ""in the era of #MeToo"" in every piece about women. I promise.";"  you do not have to write ""in the era of  in every piece about women. i promise.";write `` era every piece women . promise . ;[('write', 'VB'), ('``', '``'), ('era', 'NN'), ('every', 'DT'), ('piece', 'NN'), ('women', 'NNS'), ('.', '.'), ('promise', 'NN'), ('.', '.')];write `` era everi piec women . promis .;write `` era every piece woman . promise .
2019-03-20 23:59:54;False;When I tried to report that my boss has crossed my boundaries. They were quick to accuse me of the same thing. Why they have not communicated with me before like I am communicating right now?  #AbledsAreWeird #deaf #metoo;;en;'AbledsAreWeird', 'deaf', 'metoo';nan;New Mexico, USA;;;;2019-02-28 19:51:02;BadassCass2;@BadassCass;Deaf and not your standard housewife 💫🍓;7;False;1;16;0;3;;0;True;False;False;english;When I tried to report that my boss has crossed my boundaries. They were quick to accuse me of the same thing. Why they have not communicated with me before like I am communicating right now?  #AbledsAreWeird #deaf #metoo;when i tried to repo that my boss has crossed my boundaries. they were quick to accuse me of the same thing. why they have not communicated with me before like i am communicating right now?    ;tried repo boss crossed boundaries . quick accuse thing . communicated like communicating right ? ;[('tried', 'VBN'), ('repo', 'JJ'), ('boss', 'NN'), ('crossed', 'VBD'), ('boundaries', 'NNS'), ('.', '.'), ('quick', 'JJ'), ('accuse', 'IN'), ('thing', 'NN'), ('.', '.'), ('communicated', 'VBN'), ('like', 'IN'), ('communicating', 'VBG'), ('right', 'RB'), ('?', '.')];tri repo boss cross boundari . quick accus thing . commun like commun right ?;try repo bos cross boundary . quick accuse thing . communicate like communicate right ?
2019-03-20 23:59:47;False;"@TalibKweli @JoyAnnReid @MartonyoC @ImaniKushan @ministter @allure_noir @sayetaryor @BreakingBrown @tonetalks @SandyDarity I #believewomen I believe in #MeToo I was taught by you leftists that if a woman accuses you, you did it! 

You're just a degenerate misogynist. You can tweet your counter slogans all you want. #ADOS is grassroots, unlike your corporate liberal babble.";;en;'believewomen', 'MeToo', 'ADOS';'TalibKweli' 'JoyAnnReid' 'MartonyoC' 'ImaniKushan' 'ministter' 'allure_noir' 'sayetaryor' 'BreakingBrown' 'tonetalks' 'SandyDarity';;;;;2018-07-22 10:12:20;blacksouljahb;#FBA #NoBlackAgendaNoVote #B1;The artist formerly known as youeatcake;6243;False;129;77;0;3;;2;True;False;False;english;"@TalibKweli @JoyAnnReid @MartonyoC @ImaniKushan @ministter @allure_noir @sayetaryor @BreakingBrown @tonetalks @SandyDarity I #believewomen I believe in #MeToo I was taught by you leftists that if a woman accuses you, you did it! 

You're just a degenerate misogynist. You can tweet your counter slogans all you want. #ADOS is grassroots, unlike your corporate liberal babble.";"          i  i believe in  i was taught by you leftists that if a woman accuses you, you did it! 

you're just a degenerate misogynist. you can tweet your counter slogans all you want.  is grassroots, unlike your corporate liberal babble.";believe taught leftists woman accuses , ! 're degenerate misogynist . tweet counter slogans want . grassroots , unlike corporate liberal babble . ;"[('believe', 'VB'), ('taught', 'NN'), ('leftists', 'NNS'), ('woman', 'NN'), ('accuses', 'VBZ'), (',', ','), ('!', '.'), (""'re"", 'VBP'), ('degenerate', 'JJ'), ('misogynist', 'NN'), ('.', '.'), ('tweet', 'NN'), ('counter', 'JJ'), ('slogans', 'NNS'), ('want', 'VBP'), ('.', '.'), ('grassroots', 'NNS'), (',', ','), ('unlike', 'IN'), ('corporate', 'JJ'), ('liberal', 'JJ'), ('babble', 'NN'), ('.', '.')]";believ taught leftist woman accus , ! 're degener misogynist . tweet counter slogan want . grassroot , unlik corpor liber babbl .;believe taught leftist woman accuse , ! 're degenerate misogynist . tweet counter slogan want . grassroots , unlike corporate liberal babble .
2019-03-20 23:59:41;True;;"RT @jdesmondharris: You don't have to write ""in the era of #MeToo"" in every piece about women. I promise.";en;'MeToo';'jdesmondharris';;;;;2009-04-18 01:55:36;deityswaggin;ur local ghost;keep ghosting local;5682;False;240;149;6992;0;;1;False;False;False;english;"RT @jdesmondharris: You do not have to write ""in the era of #MeToo"" in every piece about women. I promise.";"  you do not have to write ""in the era of  in every piece about women. i promise.";write `` era every piece women . promise . ;[('write', 'VB'), ('``', '``'), ('era', 'NN'), ('every', 'DT'), ('piece', 'NN'), ('women', 'NNS'), ('.', '.'), ('promise', 'NN'), ('.', '.')];write `` era everi piec women . promis .;write `` era every piece woman . promise .
2019-03-20 23:58:29;False;What men are afraid to say about navigating the #MeToo era https://t.co/f9Y2104AP1;;en;'MeToo';nan;Planet earth;;;;2009-04-02 01:27:12;luciusaustin;Lucius Austin;Superficial tone generating musician;27474;False;69;163;0;0;;10;True;True;False;english;What men are afraid to say about navigating the #MeToo era https://t.co/f9Y2104AP1;what men are afraid to say about navigating the  era ;men afraid say navigating era ;[('men', 'NNS'), ('afraid', 'VBD'), ('say', 'VBP'), ('navigating', 'VBG'), ('era', 'NN')];men afraid say navig era;men afraid say navigate era
2019-03-20 23:58:20;False;Great to see this work being done in a university setting. #metoo #sexualassault #australianuniversities https://t.co/Am8JSkT6eJ;;en;'metoo', 'sexualassault', 'australianuniversities';nan;Australia;;;;2009-04-01 08:43:58;WhiteRibbonAust;White Ribbon;Join the movement to prevent men's violence against women in Australia. #WhiteRibbon;15030;False;22761;3336;1;4;https://t.co/uY1R4YpEvh;294;False;False;False;english;Great to see this work being done in a university setting. #metoo #sexualassault #australianuniversities https://t.co/Am8JSkT6eJ;great to see this work being done in a university setting.    ;great see work done university setting . ;[('great', 'JJ'), ('see', 'NN'), ('work', 'NN'), ('done', 'VBN'), ('university', 'NN'), ('setting', 'NN'), ('.', '.')];great see work done univers set .;great see work do university setting .
2019-03-20 23:57:34;False;Local politician hit with #metoo accusations involving four men https://t.co/uwVTNoVHzp;;en;'metoo';nan;Little Rock, AR;;;;2009-03-10 12:28:26;rainbowharold;Harold Hughes;working for equality.;16763;False;518;1696;0;0;;5;True;False;True;english;Local politician hit with #metoo accusations involving four men https://t.co/uwVTNoVHzp;local politician hit with  accusations involving four men ;local politician hit accusations involving four men ;[('local', 'JJ'), ('politician', 'NN'), ('hit', 'VBD'), ('accusations', 'NNS'), ('involving', 'VBG'), ('four', 'CD'), ('men', 'NNS')];local politician hit accus involv four men;local politician hit accusation involve four men
2019-03-20 23:56:49;True;;"RT @csvorganizers: Our very 1st webinar is Apr 1st &amp; guest hosted by @itsjennyriley of #marsyslaw.  Learn how to turn your cause into a sta…";en;'marsyslaw';'csvorganizers' 'itsjennyriley';;;;;2009-04-07 20:06:51;beccazelner;Becca Zelner ⚓;MSW. SU grad x2🎓👫🐱🌍🌸✌🏼;15288;False;322;719;6;0;;0;False;False;False;english;"RT @csvorganizers: Our very 1st webinar is Apr 1st &amp; guest hosted by @itsjennyriley of #marsyslaw.  Learn how to turn your cause into a sta…";"  our very 1st webinar is apr 1st &amp; guest hosted by  of   learn how to turn your cause into a sta…";"1st webinar apr 1st & amp ; guest hosted learn turn cause sta… ";"[('1st', 'CD'), ('webinar', 'JJ'), ('apr', 'RB'), ('1st', 'CD'), ('&', 'CC'), ('amp', 'NN'), (';', ':'), ('guest', 'JJS'), ('hosted', 'VBD'), ('learn', 'JJ'), ('turn', 'NN'), ('cause', 'NN'), ('sta…', 'NN')]";"1st webinar apr 1st & amp ; guest host learn turn caus sta…";"1st webinar apr 1st & amp ; guest host learn turn cause sta…"
